Date,Stanza Average 1,Stanza Maximum 1,Stanza sd 1,Stanza Minimum 1,Stanza Average 2,Stanza Maximum 2,Stanza sd 2,Stanza Minimum 2,Stanza Average 3,Stanza Maximum 3,Stanza sd 3,Stanza Minimum 3,Stanza Average 4,Stanza Maximum 4,Stanza sd 4,Stanza Minimum 4,Stanza Average 5,Stanza Maximum 5,Stanza sd 5,Stanza Minimum 5,Stanza Average 6,Stanza Maximum 6,Stanza sd 6,Stanza Minimum 6,Stanza Average 7,Stanza Maximum 7,Stanza sd 7,Stanza Minimum 7,Stanza Average 8,Stanza Maximum 8,Stanza sd 8,Stanza Minimum 8,Stanza Average 9,Stanza Maximum 9,Stanza sd 9,Stanza Minimum 9,Stanza Average 10,Stanza Maximum 10,Stanza sd 10,Stanza Minimum 10,Vader sentiment 1,Vader no_of_pos_sent 1,Vader no_of_neg_sent 1,Vader no_of_neu_sent 1,Vader sentiment 2,Vader no_of_pos_sent 2,Vader no_of_neg_sent 2,Vader no_of_neu_sent 2,Vader sentiment 3,Vader no_of_pos_sent 3,Vader no_of_neg_sent 3,Vader no_of_neu_sent 3,Vader sentiment 4,Vader no_of_pos_sent 4,Vader no_of_neg_sent 4,Vader no_of_neu_sent 4,Vader sentiment 5,Vader no_of_pos_sent 5,Vader no_of_neg_sent 5,Vader no_of_neu_sent 5,Vader sentiment 6,Vader no_of_pos_sent 6,Vader no_of_neg_sent 6,Vader no_of_neu_sent 6,Vader sentiment 7,Vader no_of_pos_sent 7,Vader no_of_neg_sent 7,Vader no_of_neu_sent 7,Vader sentiment 8,Vader no_of_pos_sent 8,Vader no_of_neg_sent 8,Vader no_of_neu_sent 8,Vader sentiment 9,Vader no_of_pos_sent 9,Vader no_of_neg_sent 9,Vader no_of_neu_sent 9,Vader sentiment 10,Vader no_of_pos_sent 10,Vader no_of_neg_sent 10,Vader no_of_neu_sent 10,Unnamed: 81,Sentiword sentiment 1,Sentiword no_of_polarized_sent 1,Sentiword total_no_of_sentences 1,Sentiword sentiment 2,Sentiword no_of_polarized_sent 2,Sentiword total_no_of_sentences 2,Sentiword sentiment 3,Sentiword no_of_polarized_sent 3,Sentiword total_no_of_sentences 3,Sentiword sentiment 4,Sentiword no_of_polarized_sent 4,Sentiword total_no_of_sentences 4,Sentiword sentiment 5,Sentiword no_of_polarized_sent 5,Sentiword total_no_of_sentences 5,Sentiword sentiment 6,Sentiword no_of_polarized_sent 6,Sentiword total_no_of_sentences 6,Sentiword sentiment 7,Sentiword no_of_polarized_sent 7,Sentiword total_no_of_sentences 7,Sentiword sentiment 8,Sentiword no_of_polarized_sent 8,Sentiword total_no_of_sentences 8,Sentiword sentiment 9,Sentiword no_of_polarized_sent 9,Sentiword total_no_of_sentences 9,Sentiword sentiment 10,Sentiword no_of_polarized_sent 10,Sentiword total_no_of_sentences 10
2052023,0.8387096774193549,2,0.4856480675124558,0,1.333333333333333,2,0.6172133998483676,0,1.076923076923077,2,0.5528962883708893,0,1.08421052631579,2,0.4763147067727574,0,1.078947368421053,2,0.4866642633922876,0,0.7391304347826086,1,0.4489777585448796,0,0.8181818181818182,2,0.5401432743921153,0,0.7631578947368421,2,0.4895784467034156,0,0.5333333333333333,1,0.5163977794943222,0,0.9032258064516129,2.0,0.5642252026656639,0.0,1.074,2,0,50,0,0,0,9,0.06400000000000006,1,1,66,0,0,0,79,0,0,0,30,0.0,0,0,11,2.365,4,0,31,0,0,0,27,0.0,0,0,11,-0.503,1.0,2.0,78.0,,0.7307692307692307,38,52,0.7777777777777778,7,9,0.5735294117647058,39,68,0.6329113924050633,50,79,0.6333333333333333,19,30,0.8181818181818182,9,11,0.5714285714285714,20,35,0.6296296296296297,17,27,0.4545454545454545,5,11,0.6419753086419753,52.0,81.0
3052023,1.071428571428571,2,0.4657587540038479,0,0.859375,2,0.3930825471690252,0,1.171428571428571,2,0.5136784463246316,0,1.266666666666667,2,0.5936168397046637,0,0.6666666666666666,1,0.492365963917331,0,0.735632183908046,2,0.5162424641027213,0,0.9375,2,0.6800735254367721,0,0.6559139784946236,1,0.4776442112282626,0,0.625,1,0.4918693768379647,0,0.8125,1.0,0.396557769456266,0.0,0.0,0,0,11,0,0,0,24,1.2,2,0,27,0,0,0,9,0,0,0,9,0.0,0,0,69,0.0,0,0,15,0,0,0,77,0.0,0,0,24,0.0,0.0,0.0,19.0,,0.5454545454545454,6,11,0.75,18,24,0.5172413793103449,15,29,0.6666666666666666,6,9,0.7777777777777778,7,9,0.782608695652174,54,69,0.8666666666666667,13,15,0.7012987012987013,54,77,0.75,18,24,0.7894736842105263,15.0,19.0
4052023,0.7956204379562044,2,0.502035359244904,0,0.7058823529411765,1,0.4696682183138621,0,0.6842105263157895,1,0.4775669329409193,0,0.9259259259259259,2,0.4744167209018091,0,0.7307692307692307,2,0.6038339048243189,0,0.7931034482758621,2,0.4913036844405175,0,1.111111111111111,2,0.6763995415945231,0,1.0,2,0.5848976518656018,0,0.6792452830188679,2,0.5104140440579129,0,,,,,0.0,0,0,112,0,0,0,15,0.0,0,0,18,0,0,0,19,0,0,0,36,0.583,1,0,24,0.0,0,0,12,0,0,0,68,1.724,3,0,42,,,,,,0.8035714285714286,90,112,0.8666666666666667,13,15,0.8333333333333334,15,18,0.631578947368421,12,19,0.8055555555555556,29,36,0.52,13,25,0.9166666666666666,11,12,0.75,51,68,0.4888888888888889,22,45,,,
