Stanza Average of sentiment score for all sentences,Stanza Maximum sentiment score,Stanza Minimum sentiment score,Stanza Standard deviation,Vader average scores,Vader maximum scores,Vader minimum scores,Vader standard deviation scores,MPQA average scores,MPQA maximum scores,MPQA minimum scores,MPQA standard deviation scores,Sentiwordnet score
0.9245283018867925,2,0,0.5132496994556273,[0.02538889 0.93455556 0.04011111],[0.18  1.    0.251],[0.    0.749 0.   ],[0.04568508 0.07695325 0.07057533],0.11363636363636363,1,-1,0.8316442937969084,0.023495238095238093
