Date,Avg Length 1,Max Length 1,Min Length 1,Std Length 1,Avg Length 2,Max Length 2,Min Length 2,Std Length 2,Avg Length 3,Max Length 3,Min Length 3,Std Length 3,Avg Length 4,Max Length 4,Min Length 4,Std Length 4,Avg Length 5,Max Length 5,Min Length 5,Std Length 5,Avg Length 6,Max Length 6,Min Length 6,Std Length 6,Avg Length 7,Max Length 7,Min Length 7,Std Length 7,Avg Length 8,Max Length 8,Min Length 8,Std Length 8,Avg Length 9,Max Length 9,Min Length 9,Std Length 9,Avg Length 10,Max Length 10,Min Length 10,Std Length 10
2052023,5.75,12,2,2.270992603996633,6.4375,10,2,2.12818388929779,4.444444444444445,9,0,1.873795909674026,5.675675675675675,11,2,1.930084253400671,7.155555555555556,15,2,3.316320219457071,5.589285714285714,12,1,2.477365064405661,7.913043478260869,16,1,3.502116807644678,5.333333333333333,10,2,2.035909510816206,6.102564102564102,13,2,2.817192254662449,6.659090909090909,13.0,2.0,2.477275151772579
3052023,7.222222222222222,17,2,3.390701305911795,5.791666666666667,12,2,2.206298625115922,5.526315789473684,13,3,2.294157338705618,5.8125,12,3,2.737851956065801,4.642857142857143,11,0,2.527101775996247,2.6875,5,0,1.579820664927932,6.317647058823529,16,1,3.00876404266366,5.933333333333334,12,1,2.899861272940285,5.545454545454546,11,2,2.482841550422049,,,,
4052023,7.0,16,2,2.762384699995501,6.433962264150943,13,2,2.324695463614239,6.0,8,2,1.5191090506255,5.962962962962963,15,3,2.227131329785911,4.75,11,2,2.56218945724449,6.866666666666666,14,1,3.233650750334866,6.684210526315789,11,3,2.18715013910663,6.74074074074074,13,2,2.395389683932812,6.194444444444445,10,2,2.162266594432062,,,,
