Date,Avg Length 1,Max Length 1,Min Length 1,Std Length 1,Avg Length 2,Max Length 2,Min Length 2,Std Length 2,Avg Length 3,Max Length 3,Min Length 3,Std Length 3,Avg Length 4,Max Length 4,Min Length 4,Std Length 4,Avg Length 5,Max Length 5,Min Length 5,Std Length 5,Avg Length 6,Max Length 6,Min Length 6,Std Length 6,Avg Length 7,Max Length 7,Min Length 7,Std Length 7,Avg Length 8,Max Length 8,Min Length 8,Std Length 8,Avg Length 9,Max Length 9,Min Length 9,Std Length 9,Avg Length 10,Max Length 10,Min Length 10,Std Length 10
2052023,7.590909090909091,16,2,3.403906591929351,6.269230769230769,15,2,3.768901084482768,5.363636363636363,12,1,2.996827074733582,7.155555555555556,15,2,3.316320219457071,5.589285714285714,12,1,2.477365064405661,7.913043478260869,16,1,3.502116807644678,5.052631578947368,9,2,2.013114894621608,4.978260869565218,16,1,2.47196845030912,7.779661016949152,17,2,3.394050558470531,4.104477611940299,9,1,2.111543513843562
3052023,7.970588235294118,15,3,3.270485962570784,5.333333333333333,11,1,2.82842712474619,4.85,8,2,1.598519051464429,5.96078431372549,13,1,2.262395052272927,4.875,8,2,1.927865832122834,5.526315789473684,9,3,1.678902454073017,6.351851851851852,14,1,2.607372764365501,4.75,11,2,2.56218945724449,5.7,10,2,2.365703219792781,5.073529411764706,12,1,2.405648762703922
4052023,5.220588235294118,14,1,2.859107408126321,5.0,5,5,0.0,6.923076923076923,15,3,2.978900158421922,6.909090909090909,15,2,2.865349415468779,7.818181818181818,13,3,3.002163721882438,5.5,9,3,1.933091333916522,5.578947368421052,8,3,1.804801911989365,5.205882352941177,15,1,2.738938212372505,5.5,12,1,2.704771612111494,7.914285714285715,15,1,3.783644590412083
