Date,Avg Length 1,Max Length 1,Min Length 1,Std Length 1,Avg Length 2,Max Length 2,Min Length 2,Std Length 2,Avg Length 3,Max Length 3,Min Length 3,Std Length 3,Avg Length 4,Max Length 4,Min Length 4,Std Length 4,Avg Length 5,Max Length 5,Min Length 5,Std Length 5,Avg Length 6,Max Length 6,Min Length 6,Std Length 6,Avg Length 7,Max Length 7,Min Length 7,Std Length 7,Avg Length 8,Max Length 8,Min Length 8,Std Length 8,Avg Length 9,Max Length 9,Min Length 9,Std Length 9,Avg Length 10,Max Length 10,Min Length 10,Std Length 10
2052023,5.314814814814815,16,2,2.640926610355883,7.363636363636363,14,3,3.107176444063879,4.169014084507042,10,1,2.021215444040383,4.913461538461538,10,2,1.859692932806809,5.53125,14,1,2.884713604614011,8.1875,18,3,4.563898187587741,5.970588235294118,18,1,3.95800144025612,5.21875,13,1,2.893088259528104,6.384615384615385,17,1,4.752866881130124,5.655737704918033,12.0,1.0,2.220249579826852
3052023,6.538461538461538,14,2,3.281650616569468,5.46875,11,1,2.436077955741895,4.290322580645161,12,1,2.326564683348918,5.818181818181818,9,3,1.778661396566632,5.666666666666667,10,4,2.121320343559642,6.772151898734177,15,1,2.688767552428052,6.0,12,3,2.171240593367238,6.317647058823529,16,1,3.00876404266366,5.933333333333334,12,1,2.899861272940285,5.545454545454546,11.0,2.0,2.482841550422049
4052023,6.2015503875969,15,2,2.326410341603428,6.333333333333333,10,1,2.257263408474539,6.222222222222222,10,3,1.895988196648404,5.142857142857143,13,2,2.574601217387157,6.086956521739131,10,2,1.97514196217664,4.291666666666667,10,1,2.404328825566352,7.733333333333333,15,2,3.494212902718409,5.845070422535211,14,1,2.567087773689665,4.520833333333333,9,1,2.113679692851221,,,,
