Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 19,32,"['REPUBLICANS', 'UPPER', 'HAND', 'DEMS', 'DEBT', 'CEILING', 'NEGOTIATIONS', ',', 'BUDGET', 'EXPERT', 'SAYS', ""''"", '’', 'going', 'negotiation', 'White', 'House', 'speaker', '.']",19,"['HAVE', 'THE', 'OVER', 'IN', 'It', 's', 'to', 'be', 'a', 'between', 'the', 'and', 'the']",13,0.41,
Sentence 20,16,"['come', 'something', ',', 'Senate', 'step', '.']",6,"['And', 'if', 'they', 'can', 'up', 'with', 'then', 'the', 'can', 'in']",10,0.62,
Sentence 21,44,"['time', 'get', 'agreement', 'two', 'parties', ',', '’', 'reason', 'Senate', 'get', 'muddy', 'waters', ',', ""''"", 'Sen.', 'Mike', 'Rounds', ',', 'R-S.D.', ',', 'told', 'Fox', 'News', 'Digital', '.']",25,"['But', 'until', 'such', 'a', 'as', 'you', 'can', 'an', 'between', 'those', 'there', 's', 'no', 'for', 'the', 'to', 'in', 'and', 'the']",19,0.43,
Sentence 22,21,"['``', '’', 'going', 'muddy', 'waters', 'trying', 'tell', 'come', '.']",9,"['We', 're', 'not', 'to', 'the', 'by', 'to', 'them', 'what', 'to', 'up', 'with']",12,0.57,
Sentence 23,16,"['know', 'want', 'default', 'debt', '.', ""''""]",6,"['All', 'we', 'is', 'that', 'we', 'do', 'not', 'to', 'on', 'our']",10,0.62,
Sentence 24,53,"['Sen.', 'Kevin', 'Cramer', ',', 'R-N.D.', ',', 'told', 'reporters', 'asked', 'thoughts', 'bill', ',', '``', 'However', 'thing', 'looks', ',', '’', 'something', 'Kevin', 'McCarthy', 'Joe', 'Biden', 'end', 'agreeing', ',', 'obviously', ',', ""'s"", 'going', 'something', 'different', '.']",33,"['when', 'for', 'his', 'on', 'the', 'this', 'if', 'it', 's', 'that', 'and', 'up', 'on', 'it', 'to', 'be', 'than', 'what', 'they', 'have']",20,0.38,
Sentence 25,13,"[""'s"", 'probably', 'going', '…', 'right', 'things', '.']",7,"['It', 'to', 'have', 'some', 'of', 'the']",6,0.46,
Sentence 26,21,"['``', ""'m"", 'foolish', 'enough', 'think', ""'m"", 'going', 'get', 'everything', 'want', ',', 'know', '.']",13,"['I', 'not', 'to', 'I', 'to', 'I', 'as', 'you']",8,0.38,
Sentence 27,19,"[',', 'wish', 'well', ',', 'right', 'ball', 'court', '.', ""''""]",9,"['So', 'I', 'just', 'them', 'but', 'now', 'the', 'is', 'in', 'their']",10,0.53,
Sentence 28,46,"['CLICK', 'GET', 'FOX', 'NEWS', 'APP', 'Sen.', 'Lindsey', 'Graham', ',', 'R-S.C.', ',', 'said', '``', 'mind', ""''"", 'four', 'congressional', 'leaders', 'going', 'White', 'House', '``', 'eventually', ""''"", 'Biden', 'McCarthy', '``', 'need', 'settle', '.', ""''""]",31,"['TO', 'THE', 'he', 'does', 'not', 'that', 'all', 'are', 'to', 'the', 'but', 'that', 'and', 'to', 'it']",15,0.33,
Sentence 29,18,"['Sen.', 'Thom', 'Tillis', ',', 'R-S.C.', ',', 'said', 'McConnell', '``', 'secondary', 'role', ""''"", 'negotiations', '.']",14,"['had', 'a', 'in', 'the']",4,0.22,
Sentence 30,9,"['``', 'Republicans', 'control', 'House', '.']",5,"['The', 'have', 'of', 'the']",4,0.44,
Sentence 31,27,"['’', '…', 'rightfully', 'looking', 'McCarthy', 'Biden', ',', 'certain', 'extent', 'Schumer', ',', 'figure', ',', ""''"", 'Tillis', 'said', '.']",17,"['They', 're', 'to', 'and', 'and', 'to', 'a', 'to', 'it', 'out']",10,0.37,
