Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 22,20,"['1', '(', 'two', ')', ',', '2002-0468', ',', '“', '’', 'Let', 'Go', ',', '”', 'Anthony', 'Hamilton', ',', '.']",17,"['Can', 't', 'No']",3,0.15,
Sentence 23,13,"['13', ',', '2005-0766', ',', '“', 'Blinding', 'Lights', ',', 'Weeknd', ',', '.']",11,"['The', 'No']",2,0.15,
Sentence 24,18,"['1', '(', '11', ')', ',', '2019-2163', ',', '“', 'Bed', ',', '”', 'Dru', 'Hill', ',', '.']",15,"['In', 'My', 'No']",3,0.17,
Sentence 25,18,"['1', '(', 'three', ')', ',', '1997-9863', ',', '“', 'Fine', ',', '”', 'Mary', 'J.', 'Blige', ',', '.']",16,"['Just', 'No']",2,0.11,
Sentence 26,46,"['3', ',', '2007-08', 'Though', '“', 'Sure', 'Thing', '”', 'already', 'secured', 'place', 'record', 'books', ',', '’', 'primed', 'extend', 'stay', 'Hot', 'R', '&', 'B/Hip-Hop', 'Songs', ',', 'blends', 'streaming', ',', 'radio', 'airplay', 'sales', 'data', 'rankings', '.']",33,"['has', 'its', 'in', 'the', 'it', 's', 'to', 'its', 'on', 'which', 'and', 'into', 'its']",13,0.28,
Sentence 27,25,"['latest', 'tracking', 'week', '(', 'April', '21-27', ')', ',', 'song', 'improved', 'two', 'three', 'metrics', ':', 'sales', 'radio', 'airplay', '.']",18,"['In', 'the', 'the', 'in', 'of', 'the', 'and']",7,0.28,
Sentence 28,36,"['“', 'Sure', 'Thing', '”', 'sold', '2,000', 'downloads', ',', '21', '%', 'previous', 'frame', 'registered', '46.6', 'million', 'total', 'audience', ',', '10', '%', 'increase', 'prior', 'week', ',', 'according', 'Luminate', '.']",27,"['up', 'from', 'the', 'and', 'in', 'a', 'from', 'the', 'to']",9,0.25,
Sentence 29,5,"['former', '.']",2,"['While', 'the', 'No']",3,0.6,
Sentence 30,35,"['1', 'R', '&', 'B/Hip-Hop', 'Airplay', 'chart', 'hit', 'receiving', 'renewed', 'play', 'format', ',', 'majority', '“', 'Sure', 'Thing', '”', 'radio', 'success', 'comes', 'pop', 'rhythmic', 'format', 'time', 'around', '.']",26,"['is', 'at', 'that', 'the', 'of', 'from', 'the', 'and', 'this']",9,0.26,
Sentence 31,7,"['single', 'repeats', '.']",3,"['The', 'at', 'its', 'No']",4,0.57,
Sentence 32,35,"['5', 'peak', 'thus', 'far', 'week', '’', 'Pop', 'Airplay', 'chart', '–', 'never', 'made', 'list', 'initial', 'era', '–', 'advances', '21-19', 'Rhythmic', 'Airplay', ',', 'nearing', '.']",23,"['on', 'this', 's', 'after', 'having', 'the', 'in', 'its', 'and', 'on', 'its', 'No']",12,0.34,
Sentence 33,6,"['14', 'peak', 'July', '2011', '.']",5,['from'],1,0.17,
Sentence 34,20,"['Radio', 'gains', 'help', 'counter', 'streaming', 'slides', 'past', 'weeks', ',', 'though', 'song', 'maintains', 'overall', 'high', 'count', '.']",16,"['in', 'the', 'the', 'an']",4,0.2,
Sentence 35,52,"['“', 'Sure', 'Thing', '”', 'generated', '11.1', 'million', 'official', 'U.S.', 'streams', 'recent', 'tracking', 'week', ',', 'essentially', 'even', 'prior', 'week', ',', 'keeps', 'near', 'performance', 'prior', 'weeks', ',', '11.1', 'million', ',', '11.4', 'million', '11.7', 'million', 'totals', 'past', 'three', 'weeks', ',', 'respectively', '.']",39,"['in', 'the', 'most', 'with', 'the', 'and', 'it', 'its', 'in', 'with', 'and', 'in', 'the']",13,0.25,
Sentence 36,17,"['Get', 'weekly', 'rundowns', 'straight', 'inbox', 'daily', 'briefing', 'matters', 'music', 'industry']",10,"['to', 'your', 'A', 'on', 'what', 'in', 'the']",7,0.41,
