Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 79,42,"['Barbecue', 'Showdown', ':', 'Season', '2', '(', 'Netflix', 'Series', ')', 'Netflix', ':', 'New', 'host', 'Michelle', 'Buteau', '(', '“', 'Circle', '”', ')', 'joins', 'judges', 'fresh', 'round', 'heated', 'competition', 'eight', 'best', 'barbecuers', 'country', '.']",31,"['From', 'The', 'the', 'for', 'a', 'of', 'between', 'of', 'the', 'in', 'the']",11,0.26,
Sentence 80,39,"['Blood', '&', 'Gold', '(', 'Netflix', 'Film', ')', 'Netflix', ':', 'bitter', 'end', 'WWII', ',', 'German', 'deserter', 'young', 'woman', 'drawn', 'bloody', 'battle', 'group', 'Nazis', 'hunting', 'hidden', 'gold', '.']",26,"['From', 'At', 'the', 'of', 'a', 'and', 'a', 'are', 'into', 'with', 'a', 'of', 'for']",13,0.33,
Sentence 81,36,"['Dirty', 'Grandpa', 'Tin', '&', 'Tina', '(', 'Netflix', 'Film', ')', 'Netflix', ':', 'traumatic', 'miscarriage', ',', 'young', 'couple', 'adopts', 'two', 'peculiar', 'twins', 'convent', 'whose', 'obsession', 'religion', 'soon', 'disturbs', 'family', '.']",28,"['From', 'After', 'a', 'a', 'from', 'a', 'with', 'the']",8,0.22,
Sentence 82,37,"['Turn', 'Tide', '(', 'Netflix', 'Series', ')', 'Netflix', ':', 'boat', 'loaded', 'cocaine', 'sinks', 'Azores', ',', 'Eduardo', 'sees', 'risky', 'exciting', 'opportunity', 'make', 'money', 'fulfill', 'impossible', 'dreams', '.']",25,"['of', 'the', 'From', 'When', 'a', 'with', 'off', 'the', 'a', 'but', 'to', 'and']",12,0.32,
Sentence 83,41,"['Think', 'Leave', 'Tim', 'Robinson', ':', 'Season', '3', '(', 'Netflix', 'Comedy', ')', 'Netflix', ':', 'critically', 'acclaimed', 'hilariously', 'absurdist', 'comedy', 'series', ',', 'Think', 'Leave', 'Tim', 'Robinson', 'returns', 'third', 'season', '.']",28,"['I', 'You', 'Should', 'with', 'From', 'The', 'and', 'I', 'You', 'Should', 'with', 'for', 'a']",13,0.32,
Sentence 84,34,"['Creators', 'writers', 'Tim', 'Robinson', 'Zach', 'Kanin', 'bring', 'distinct', 'comedy', 'style', 'observational', 'humor', 'forefront', ',', 'continuing', 'poke', 'fun', 'life', '’', 'bizarre', 'mundane', 'situations', '.']",23,"['and', 'and', 'their', 'and', 'to', 'the', 'to', 'at', 's', 'most', 'and']",11,0.32,
Sentence 85,37,"['Heartland', 'Season', '15', 'Mixed', 'Erry', '(', 'Netflix', 'Film', ')', 'Netflix', ':', 'Smuggling', 'self-made', 'mixtapes', '1980s', 'Naples', ',', 'aspiring', 'DJ', 'two', 'brothers', 'become', 'surprisingly', 'powerful', 'record', 'producers', 'wanted', 'law', '.']",29,"['by', 'From', 'in', 'an', 'and', 'his', 'by', 'the']",8,0.22,
Sentence 86,28,"['weekly', 'roundup', 'best', 'things', 'Polygon', 'Please', 'check', 'email', 'find', 'confirmation', 'email', ',', 'follow', 'steps', 'confirm', 'humanity', '.']",17,"['A', 'of', 'the', 'from', 'your', 'to', 'a', 'and', 'the', 'to', 'your']",11,0.39,
Sentence 87,2,"['Oops', '.']",2,[],0,0.0,
Sentence 88,4,"['Something', 'went', 'wrong', '.']",4,[],0,0.0,
Sentence 89,9,"['Please', 'enter', 'valid', 'email', 'try', '.']",6,"['a', 'and', 'again']",3,0.33,
Sentence 90,22,"['Filed', ':', 'Please', 'check', 'email', 'find', 'confirmation', 'email', ',', 'follow', 'steps', 'confirm', 'humanity', '.']",14,"['under', 'your', 'to', 'a', 'and', 'the', 'to', 'your']",8,0.36,
Sentence 91,2,"['Oops', '.']",2,[],0,0.0,
Sentence 92,4,"['Something', 'went', 'wrong', '.']",4,[],0,0.0,
Sentence 93,9,"['Please', 'enter', 'valid', 'email', 'try', '.']",6,"['a', 'and', 'again']",3,0.33,
