Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 131,10,"['need', 'get', 'un-addicted', 'private', 'Instagram', '.']",6,"['I', 'to', 'to', 'my']",4,0.4,
Sentence 132,30,"[""'re"", 'playing', 'interesting', ',', 'complicated', 'women', ',', 'ask', 'another', 'complicated', 'role', 'coming', ',', ""''"", 'Three', 'Women', '.', ""''""]",18,"['You', 'all', 'these', 'so', 'I', 'have', 'to', 'about', 'you', 'have', 'up', 'in']",12,0.4,
Sentence 133,10,"['obsessed', 'book', 'Lisa', 'Taddeo', '.']",5,"['I', 'was', 'with', 'that', 'by']",5,0.5,
Sentence 134,37,"[""n't"", 'know', ',', 'author', 'followed', 'three', 'real', 'women', 'lives', ',', ""'s"", 'personal', 'lives', ',', 'sex', 'lives', ',', 'relationship', 'desire', '.']",20,"['For', 'those', 'who', 'do', 'she', 'is', 'an', 'who', 'in', 'their', 'and', 'it', 'about', 'their', 'their', 'their', 'to']",17,0.46,
Sentence 135,26,"['play', 'Lina', ',', 'woman', 'lives', 'Indiana', ',', 'two', 'kids', 'affair', 'high', 'school', 'flame', '.']",14,"['I', 'who', 'is', 'a', 'who', 'in', 'has', 'and', 'has', 'an', 'with', 'her']",12,0.46,
Sentence 136,38,"['Maybe', 'part', 'reason', ""n't"", 'work', 'lot', '20s', 'mumblecore', 'king', 'cool', 'low', 'stakes', 'minimalism', '–', ""'ve"", 'never', 'good', '.']",18,"['of', 'the', 'that', 'I', 'did', 'a', 'in', 'my', 'is', 'was', 'and', 'being', 'and', 'having', 'and', 'and', 'I', 'been', 'at', 'that']",20,0.53,
Sentence 137,16,"['like', 'playing', 'high', 'stakes', ',', 'playing', 'mezzanine', ',', 'making', 'thousand', 'choices', '.']",12,"['I', 'to', 'the', 'a']",4,0.25,
Sentence 138,13,"['Whether', 'helps', 'hurts', 'piece', ',', ""n't"", 'know', '.']",8,"['it', 'or', 'the', 'I', 'do']",5,0.38,
Sentence 139,23,"['Lina', 'character', ',', 'even', 'though', ""'s"", 'minivan', 'Indiana', ',', 'playing', 'mezzanine', '.']",12,"['is', 'such', 'a', 'who', 'she', 'in', 'a', 'in', 'is', 'to', 'the']",11,0.48,
Sentence 140,8,"['stakes', 'high', '.']",3,"['The', 'are', 'so', 'for', 'her']",5,0.62,
Sentence 141,10,"['One', 'favorite', 'characters', ""'ve"", 'ever', 'played', '.']",7,"['of', 'my', 'I']",3,0.3,
Sentence 142,17,"['adored', 'experience', ',', ""'m"", 'happy', 'found', 'home', 'Starz', '.']",9,"['I', 'that', 'and', 'I', 'so', 'it', 'a', 'in']",8,0.47,
Sentence 143,29,"['Watch', ""''"", 'Salon', 'Talks', ""''"", 'actors', 'Mary', 'Elizabeth', 'Williams', 'senior', 'writer', 'Salon', 'author', '``', 'Series', 'Catastrophes', '&', 'Miracles', '.', ""''""]",20,"['more', 'with', 'is', 'a', 'for', 'and', 'of', 'A', 'of']",9,0.31,
