Date,Stanza Average 1,Stanza Maximum 1,Stanza sd 1,Stanza Minimum 1,Stanza Average 2,Stanza Maximum 2,Stanza sd 2,Stanza Minimum 2,Stanza Average 3,Stanza Maximum 3,Stanza sd 3,Stanza Minimum 3,Stanza Average 4,Stanza Maximum 4,Stanza sd 4,Stanza Minimum 4,Stanza Average 5,Stanza Maximum 5,Stanza sd 5,Stanza Minimum 5,Stanza Average 6,Stanza Maximum 6,Stanza sd 6,Stanza Minimum 6,Stanza Average 7,Stanza Maximum 7,Stanza sd 7,Stanza Minimum 7,Stanza Average 8,Stanza Maximum 8,Stanza sd 8,Stanza Minimum 8,Stanza Average 9,Stanza Maximum 9,Stanza sd 9,Stanza Minimum 9,Stanza Average 10,Stanza Maximum 10,Stanza sd 10,Stanza Minimum 10,Vader sentiment 1,Vader no_of_pos_sent 1,Vader no_of_neg_sent 1,Vader no_of_neu_sent 1,Vader sentiment 2,Vader no_of_pos_sent 2,Vader no_of_neg_sent 2,Vader no_of_neu_sent 2,Vader sentiment 3,Vader no_of_pos_sent 3,Vader no_of_neg_sent 3,Vader no_of_neu_sent 3,Vader sentiment 4,Vader no_of_pos_sent 4,Vader no_of_neg_sent 4,Vader no_of_neu_sent 4,Vader sentiment 5,Vader no_of_pos_sent 5,Vader no_of_neg_sent 5,Vader no_of_neu_sent 5,Vader sentiment 6,Vader no_of_pos_sent 6,Vader no_of_neg_sent 6,Vader no_of_neu_sent 6,Vader sentiment 7,Vader no_of_pos_sent 7,Vader no_of_neg_sent 7,Vader no_of_neu_sent 7,Vader sentiment 8,Vader no_of_pos_sent 8,Vader no_of_neg_sent 8,Vader no_of_neu_sent 8,Vader sentiment 9,Vader no_of_pos_sent 9,Vader no_of_neg_sent 9,Vader no_of_neu_sent 9,Vader sentiment 10,Vader no_of_pos_sent 10,Vader no_of_neg_sent 10,Vader no_of_neu_sent 10,Unnamed: 81,Sentiword sentiment 1,Sentiword no_of_polarized_sent 1,Sentiword total_no_of_sentences 1,Sentiword sentiment 2,Sentiword no_of_polarized_sent 2,Sentiword total_no_of_sentences 2,Sentiword sentiment 3,Sentiword no_of_polarized_sent 3,Sentiword total_no_of_sentences 3,Sentiword sentiment 4,Sentiword no_of_polarized_sent 4,Sentiword total_no_of_sentences 4,Sentiword sentiment 5,Sentiword no_of_polarized_sent 5,Sentiword total_no_of_sentences 5,Sentiword sentiment 6,Sentiword no_of_polarized_sent 6,Sentiword total_no_of_sentences 6,Sentiword sentiment 7,Sentiword no_of_polarized_sent 7,Sentiword total_no_of_sentences 7,Sentiword sentiment 8,Sentiword no_of_polarized_sent 8,Sentiword total_no_of_sentences 8,Sentiword sentiment 9,Sentiword no_of_polarized_sent 9,Sentiword total_no_of_sentences 9,Sentiword sentiment 10,Sentiword no_of_polarized_sent 10,Sentiword total_no_of_sentences 10
2052023,0.72,1,0.4535573676110727,0,0.6666666666666666,2,0.5097911392420601,0,0.625,1,0.4945353550468403,0,0.9259259259259259,2,0.5084883944001992,0,0.7678571428571429,2,0.6321988015453087,0,1.070652173913043,2,0.5125822431098569,0,0.9454545454545454,2,0.4479658476640833,0,1.066666666666667,2,0.2581988897471611,1,0.7529411764705882,2,0.5324221908934134,0,0.7529411764705882,2.0,0.5324221908934134,0.0,-0.542,0,1,43,0.0,0,0,55,0,0,0,21,0,0,0,19,0.516,1,0,20,-2.86,0,4,89,0.0,0,0,21,0,0,0,12,0.0,0,0,75,0.0,0.0,0.0,75.0,,0.8409090909090909,37,44,0.7818181818181819,43,55,0.8095238095238095,17,21,0.7894736842105263,15,19,0.8571428571428571,18,21,0.8172043010752689,76,93,0.9523809523809523,20,21,0.75,9,12,0.7333333333333333,55,75,0.7333333333333333,55.0,75.0
3052023,0.7307692307692307,2,0.4897131859822511,0,0.7910447761194029,1,0.4096307810121215,0,0.7872340425531915,2,0.5491562782545111,0,0.7426470588235294,2,0.4868085566278598,0,0.7,2,0.4974511303823161,0,0.65625,1,0.4787135538781691,0,0.7931034482758621,1,0.4122508203948855,0,0.8888888888888888,2,0.4624245646453283,0,0.5217391304347826,1,0.5107539184552492,0,0.8181818181818182,2.0,0.5816067269023053,0.0,0.0,0,0,45,-0.529,0,1,56,0,0,0,43,0,0,0,87,-1.0,0,1,49,0.0,0,0,52,0.0,0,0,17,0,0,0,34,0.0,0,0,15,0.649,1.0,0.0,42.0,,0.8666666666666667,39,45,0.8596491228070176,49,57,0.7674418604651163,33,43,0.7471264367816092,65,87,0.76,38,50,0.7115384615384616,37,52,0.7647058823529411,13,17,0.7647058823529411,26,34,0.8,12,15,0.6976744186046512,30.0,43.0
4052023,0.8333333333333334,1,0.3834824944236852,0,0.75,1,0.4409585518440984,0,0.8372093023255814,2,0.4845337748382722,0,0.8333333333333334,1,0.3806934938134405,0,0.8541666666666666,2,0.5048523413086471,0,0.9375,2,0.4353345024601864,0,0.7592592592592593,2,0.5115712084624611,0,0.9666666666666667,2,0.4901325178535609,0,0.8870967741935484,2,0.4826443115430176,0,,,,,0.0,0,0,16,0.0,0,0,19,0,0,0,41,0,0,0,21,0.0,0,0,41,0.0,0,0,28,0.951,2,1,38,0,0,0,28,0.516,1,0,36,,,,,,0.75,12,16,0.6842105263157895,13,19,0.7073170731707317,29,41,0.7142857142857143,15,21,0.7804878048780488,32,41,0.8571428571428571,24,28,0.7804878048780488,32,41,0.7857142857142857,22,28,0.7297297297297297,27,37,,,
