Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 28,15,"['``', 'Champions', ""''"", 'star', 'also', 'spoke', 'Esquire', 'legalization', 'marijuana', '.']",10,"['The', 'to', 'about', 'the', 'of']",5,0.33,
Sentence 29,19,"['longtime', 'cannabis', 'activist', 'owns', 'Woods', ',', 'West', 'Hollywood', 'dispensary', 'opened', 'May', '2022', '.']",13,"['The', 'The', 'a', 'that', 'he', 'in']",6,0.32,
Sentence 30,6,"['``', '’', 'surreal', '.']",4,"['It', 's']",2,0.33,
Sentence 31,19,"['never', 'thought', 'marijuana', 'would', 'legal', 'part', 'country', ',', ""''"", 'said', '.']",11,"['I', 'that', 'be', 'in', 'any', 'of', 'the', 'he']",8,0.42,
Sentence 32,19,"['``', 'War', 'lucrative', ',', 'war', 'non-corporate', 'drugs', 'exception', ',', ""''"", 'Harrelson', 'continued', '.']",13,"['is', 'and', 'the', 'on', 'is', 'no']",6,0.32,
Sentence 33,19,"['``', ',', 'finally', 'happened', 'mind-blowing', ',', 'although', 'government', 'takes', 'deep', 'cuts', '.']",12,"['So', 'for', 'that', 'to', 'have', 'is', 'the']",7,0.37,
Sentence 34,14,"['fact', ',', 'California', 'government', 'destroying', 'legal', 'side', '.']",8,"['In', 'the', 'is', 'the', 'of', 'this']",6,0.43,
Sentence 35,11,"['’', 'much', 'lucrative', 'sell', 'weed', 'illicitly', '.']",7,"['It', 's', 'more', 'to']",4,0.36,
Sentence 36,12,"['customers', 'would', 'rather', 'go', 'illicit', '’', 'cheaper', '.']",8,"['And', 'because', 'it', 's']",4,0.33,
Sentence 37,38,"['Harrelson', 'added', ',', '``', '’', 'government', 'f-king', 'greedy', '—', '’', 'take', 'away', 'fact', '’', 'excited', '’', 'happening', '.']",18,"['It', 's', 'all', 'because', 'the', 'is', 'so', 'but', 'that', 'shouldn', 't', 'from', 'the', 'that', 'I', 'm', 'very', 'that', 'it', 's']",20,0.53,
Sentence 38,13,"['’', '[', 'Woods', ']', 'beautiful', 'dispensary', 'ever', '.']",8,"['It', 's', 'The', 'the', 'most']",5,0.38,
Sentence 39,14,"['’', 'L.A.', 'right', 'spent', 'hours', 'yesterday', '.']",7,"['I', 'm', 'in', 'now', 'and', 'I', 'there']",7,0.5,
Sentence 40,20,"['’', 'great', 'able', 'go', 'smoke', 'right', 'Ganja', 'Giggle', 'Garden', '.']",10,"['It', 's', 'to', 'be', 'to', 'out', 'and', 'there', 'in', 'the']",10,0.5,
Sentence 41,9,"['Justin', '[', 'Theroux', ']', '’', 'puff', '.']",7,"['doesn', 't']",2,0.22,
Sentence 42,6,"['keeps', 'mind', 'sharp', '.']",4,"['He', 'his']",2,0.33,
Sentence 43,7,"['’', 'clear', '.', ""''""]",4,"['He', 's', 'very']",3,0.43,
Sentence 44,15,"['Woody', 'Harrelson', 'said', 'California', 'government', '``', 'destroying', ""''"", 'legalization', 'marijuana', '.']",11,"['the', 'is', 'the', 'of']",4,0.27,
Sentence 45,27,"['(', 'Dimitrios', 'Kambouris/Getty', 'Images', ')', 'Addressing', 'major', 'topics', ',', 'Texas', 'native', 'touched', 'political', 'views', 'said', 'views', 'align', 'libertarian', 'beliefs', '.']",20,"['other', 'the', 'on', 'his', 'and', 'his', 'with']",7,0.26,
Sentence 46,40,"['CLICK', 'SIGN', 'ENTERTAINMENT', 'NEWSLETTER', ""''"", 'things', 'liberals', 'think', ',', '‘', 'f-ing', 'idiots.', '’', '’', 'also', 'conservative', 'ideology', 'strikes', 'odd', '.']",20,"['HERE', 'TO', 'UP', 'FOR', 'THE', 'There', 'are', 'that', 'the', 'do', 'that', 'I', 'What', 'And', 'then', 'there', 's', 'that', 'me', 'as']",20,0.5,
Sentence 47,23,"['consider', ',', 'really', ',', 'anarchist…', 'Well', ',', '’', 'probably', 'libertarian', ',', ""''"", 'said', '.']",14,"['I', 'myself', 'an', 'I', 'm', 'more', 'of', 'a', 'he']",9,0.39,
Sentence 48,12,"['Woody', 'Harrelson', 'said', '``', 'libertarian', '.', ""''""]",7,"['he', 'is', 'more', 'of', 'a']",5,0.42,
Sentence 49,25,"['(', 'Photo', 'Paul', 'Morigi', ')', 'CLICK', 'GET', 'FOX', 'NEWS', 'APP', ""''"", 'never', 'see', 'government', 'work', ',', ""''"", 'Harrelson', 'continued', '.']",20,"['by', 'HERE', 'TO', 'THE', 'I']",5,0.2,
Sentence 50,15,"['``', 'always', 'seems', 'working', 'people', 'got', '.']",7,"['It', 'to', 'be', 'for', 'the', 'who', 'you', 'there']",8,0.53,
Sentence 51,9,"['’', 'businessmen', 'working', 'bigger', 'businessmen', '.']",6,"['It', 's', 'for']",3,0.33,
Sentence 52,10,"['’', 'businessmen', 'working', 'constituents', '.']",5,"['It', 's', 'not', 'for', 'their']",5,0.5,
Sentence 53,9,"['think', 'government', 'usually', 'sucks…am', 'wrong', '?']",6,"['I', 'just', 'I']",3,0.33,
Sentence 54,29,"['Even', 'social', 'programs', ',', 'reluctantly', ',', '’', 'always', 'trying', 'gobble', 'back', 'social', 'programs', '.', ""''""]",15,"['the', 'they', 'do', 'it', 'and', 'they', 're', 'just', 'to', 'what', 'they', 'can', 'from', 'the']",14,0.48,
Sentence 55,11,"['Janelle', 'Ash', 'entertainment', 'writer', 'Fox', 'News', 'Digital', '.']",8,"['is', 'an', 'for']",3,0.27,
Sentence 56,15,"['Get', 'best', 'Fox', 'News', ""'"", 'entertainment', 'coverage', ',', 'right', 'inbox', '.']",11,"['the', 'of', 'in', 'your']",4,0.27,
Sentence 57,9,"['Subscribed', ""'ve"", 'successfully', 'subscribed', 'newsletter', '!']",6,"['You', 'to', 'this']",3,0.33,
Sentence 58,2,"['Factset', '.']",2,[],0,0.0,
Sentence 59,8,"['Powered', 'implemented', 'FactSet', 'Digital', 'Solutions', '.']",6,"['and', 'by']",2,0.25,
Sentence 60,3,"['Legal', 'Statement', '.']",3,[],0,0.0,
Sentence 61,10,"['Mutual', 'Fund', 'ETF', 'data', 'provided', 'Refinitiv', 'Lipper', '.']",8,"['and', 'by']",2,0.2,
